,Present time,RT
0,3.4133554436266422e-06,1.654093270539306
1,7.964437827467918e-06,1.0287744081579149
2,3.982218913733959e-06,1.5300015019020066
3,3.4133554436266422e-06,1.7386529390350915
4,5.120004061609507e-06,7.329795791592915
5,5.120004061609507e-06,7.109808102308307
6,3.982218913733959e-06,7.294457541545853
7,3.4133554436266422e-06,7.491653828765266
8,9.671086445450783e-06,8.29736342682736
9,1.3653363566845655e-05,7.700322332559153
10,7.964437827467918e-06,7.055160051211715
11,7.964437827467918e-06,6.80445861100452
12,5.120004061609507e-06,9.902427563327365
13,5.120004061609507e-06,10.961155117838643
14,4.55114059150219e-06,7.1013913888600655
15,4.551082383841276e-06,8.368270326929633
16,2.275558654218912e-05,5.213814105256461
17,3.4133554436266422e-06,7.369186807249207
18,7.964437827467918e-06,7.490598539530765
19,2.3893313482403755e-05,6.652857643493917
20,6.257789209485054e-06,5.160692952398676
21,6.826652679592371e-06,5.72124095185427
22,4.55114059150219e-06,7.245376638718881
23,5.688867531716824e-06,6.9850296846125275
24,3.982277121394873e-06,6.49598250555573
25,8.533359505236149e-06,7.6501611093990505
26,1.1946656741201878e-05,4.466215385938995
27,7.964437827467918e-06,7.330007987213321
28,7.3955743573606014e-06,7.163028810813557
29,7.3955743573606014e-06,9.28959638462402
30,5.688867531716824e-06,8.595626267197076
31,7.964437827467918e-06,8.269115809875075
32,8.533301297575235e-06,7.436968799855094
33,3.982218913733959e-06,6.485273169120774
34,3.640889190137386e-05,6.559151376830414
35,5.688925739377737e-06,5.171284528740216
36,4.55114059150219e-06,10.981531016994268
37,4.551082383841276e-06,7.363269792171195
38,3.4132972359657288e-06,6.63098727283068
39,5.120004061609507e-06,6.459212361718528
40,9.102222975343466e-06,5.293183798959944
41,5.120004061609507e-06,7.2216056096949615
42,3.2995594665408134e-05,8.202168946387246
43,4.551082383841276e-06,5.731534430291504
44,1.592893386259675e-05,5.03569153015269
45,4.55114059150219e-06,7.069595610897522
46,5.688867531716824e-06,6.0598818303551525
47,6.826652679592371e-06,5.301006592286285
48,1.6497797332704067e-05,9.803398770745844
49,4.551082383841276e-06,5.215918425878044
50,9.671086445450783e-06,5.772930779843591
51,4.551082383841276e-06,8.83740070037311
52,1.0808929800987244e-05,5.857496137265116
53,3.982218913733959e-06,9.400121287151705
54,7.964437827467918e-06,10.74064575729426
55,6.257789209485054e-06,10.15780527156312
56,6.257789209485054e-06,6.0950613603927195
57,8.533359505236149e-06,4.999090346391313
58,7.964437827467918e-06,10.821410366974305
59,3.982218913733959e-06,7.5099521450465545
