,Present time,RT
0,2.844433765858412e-06,0.5315005245502107
1,5.688925739377737e-06,0.32365008315537125
2,7.395516149699688e-06,0.35042598412837833
3,6.826652679592371e-06,0.7266801000223495
4,4.55114059150219e-06,0.34783298784168437
5,3.982218913733959e-06,0.23282182624097914
6,6.2577310018241405e-06,0.3175766236381605
7,3.982218913733959e-06,0.36971246072789654
8,3.982218913733959e-06,0.5696075575542636
9,3.982218913733959e-06,0.8886069727595896
10,3.4133554436266422e-06,0.3975749397650361
11,5.120004061609507e-06,0.6012400643667206
12,7.964437827467918e-06,0.8453162226942368
13,5.688867531716824e-06,0.43837509356671944
14,6.257789209485054e-06,1.1536159726092592
15,7.3955743573606014e-06,1.1076650973409414
16,3.4133554436266422e-06,1.574048305512406
17,4.55114059150219e-06,0.48164877702947706
18,3.982218913733959e-06,0.3250836835359223
19,3.982218913733959e-06,0.7598230072762817
20,3.982218913733959e-06,0.867496068996843
21,6.826652679592371e-06,0.5566920694545843
22,6.8267108872532845e-06,0.7194091291166842
23,7.964496035128832e-06,1.0266137676080689
24,3.982218913733959e-06,1.3104774571838789
25,7.964437827467918e-06,1.0879991716938093
26,7.3955743573606014e-06,0.9301472512306646
27,3.982218913733959e-06,1.8617537028621882
28,7.3955743573606014e-06,2.3931006273487583
29,5.688925739377737e-06,2.069121726322919
30,3.982218913733959e-06,1.3088282478274778
31,3.982218913733959e-06,1.961027117795311
32,5.688867531716824e-06,0.9322174384724349
33,6.826652679592371e-06,1.0519583436544053
34,6.826652679592371e-06,0.9752152107539587
35,7.964437827467918e-06,1.1443339788238518
36,6.8267108872532845e-06,2.431624087272212
37,7.3955743573606014e-06,1.7474149681511335
38,3.4132972359657288e-06,1.2041498180478811
39,3.982218913733959e-06,0.6410167867434211
40,3.4133554436266422e-06,0.8657529929187149
41,3.982218913733959e-06,0.7045417826157063
42,4.55114059150219e-06,0.8804872193140909
43,5.688925739377737e-06,0.46460087882587686
44,5.688867531716824e-06,0.48938680585706607
45,1.7635582480579615e-05,0.22007586708059534
46,7.964437827467918e-06,1.905569537600968
47,6.826652679592371e-06,0.6188454738003202
48,7.964437827467918e-06,0.3137070403317921
49,4.55114059150219e-06,0.22436870384262875
50,9.671086445450783e-06,0.2868503571371548
51,7.3955743573606014e-06,0.2909622872248292
52,3.982218913733959e-06,0.2745708869770169
53,7.3955743573606014e-06,0.2922155497944914
54,9.102222975343466e-06,0.23755782755324617
55,6.826652679592371e-06,0.2135091806994751
56,3.982218913733959e-06,0.5462654709117487
57,1.6497797332704067e-05,0.42158945329720154
58,3.982218913733959e-06,0.2693974099238403
59,3.982218913733959e-06,0.3349203441757709
