4.8656 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='white', colorSpace='named', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024A169F8A58>, multiSample=False, name='window1', numSamples=2, pos=[320.0, 180.0], screen=0, size=array([1280,  720]), stereo=False, units='cm', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.0806 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.0973 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.1141 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.1313 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.1478 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.1645 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.1811 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.1977 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.2145 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.2311 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.2477 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.2643 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.2811 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.2977 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.3143 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.3311 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.3477 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.3645 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.3810 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.3982 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.4143 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.4310 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.4478 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.4643 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.4815 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.4993 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.5158 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.5323 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.5493 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.5657 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.5823 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.5996 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.6023 	DATA 	Keypress: space
5.6173 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.6609 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.6806 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.6977 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.7142 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.7309 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.7478 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.7641 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.7645 	DATA 	Keypress: space
5.7812 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.7976 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.8142 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.8308 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.8477 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.8641 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.8808 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.8976 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.9142 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.9308 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.9476 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
5.9480 	DATA 	Keypress: space
5.9819 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
5.9976 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.0140 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.0307 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.0476 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.0640 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.0807 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.0974 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.0979 	DATA 	Keypress: space
6.1618 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.1803 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.1976 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.2142 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.2306 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.2475 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.2641 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.2805 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.2975 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.3139 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.3306 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.3474 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.3638 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.3806 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.3973 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.4138 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.4304 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.4487 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.4654 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.4821 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.4985 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5154 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5318 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5488 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5653 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5820 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5988 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.6155 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.6319 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.6489 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.6496 	DATA 	Keypress: space
6.6853 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.6969 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.7138 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.7308 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.7477 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.7641 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.7808 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.7975 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.8141 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.8308 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.8475 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.8641 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.8808 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.8974 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.9141 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.9307 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.9472 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.9652 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.9816 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.9986 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.0149 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.0319 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.0483 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.0649 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.0818 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.0988 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.1150 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.1317 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.1483 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.1651 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.1816 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.1982 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.2151 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.2315 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.2483 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
7.2491 	DATA 	Keypress: space
7.2700 	EXP 	unnamed ImageStim: size = array([8.7890625, 8.7890625])
7.2700 	EXP 	unnamed ImageStim: image = '1.png'
11.8126 	EXP 	window1: mouseVisible = True
