5.6519 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.6680 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.6852 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.7016 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.7182 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.7349 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.7516 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.7683 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.7850 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.8017 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.8184 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.8350 	EXP 	unnamed TextStim: text = 'Welcome to this experiment.\n\nPress any key to continue.'
5.8357 	DATA 	Keypress: space
5.8845 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.8993 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.9162 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.9329 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.9500 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.9667 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
5.9834 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
6.0001 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
6.0167 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
6.0333 	EXP 	unnamed TextStim: text = 'You will get to see pictures. \n\nYour task is to name the pictures as quickly as possible.'
6.0337 	DATA 	Keypress: space
6.0523 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
6.0666 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
6.0833 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
6.1002 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
6.1166 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
6.1333 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
6.1498 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
6.1665 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
6.1832 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
6.1998 	EXP 	unnamed TextStim: text = 'However, there is a catch.'
6.2002 	DATA 	Keypress: space
6.2306 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.2495 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.2659 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.2845 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.3010 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.3177 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.3343 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.3511 	EXP 	unnamed TextStim: text = 'If you see a picture on the LEFT side of the screen, name the picture in English.'
6.3517 	DATA 	Keypress: space
6.4282 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.4331 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.4493 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.4674 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.4851 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5000 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5168 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5342 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5509 	EXP 	unnamed TextStim: text = 'If you see a picture on the RIGHT side of the screen, name the picture in Dutch.'
6.5515 	DATA 	Keypress: space
6.5832 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.5997 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.6168 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.6335 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.6502 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.6668 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.6834 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.7000 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.7167 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.7333 	EXP 	unnamed TextStim: text = 'Ready? \n\nPress a key to start!'
6.7337 	DATA 	Keypress: space
6.7505 	EXP 	unnamed ImageStim: size = array([8.7890625, 8.7890625])
6.7505 	EXP 	unnamed ImageStim: image = '1.png'
11.2328 	EXP 	window1: mouseVisible = True
