Onset Prime,Jitter,Onset movie,Onset Response text,Response,Response RT,Movie: actor,Movie: item,CTX,date,frameRate,participant,
3.98221891373e-05,0.54617902889,1.51106440107,6.975758571,3,0.312676993024,12,19,1,2018_Dec_17_1558,None,1,
4.02326695621e-05,0.88763037082,1.50478399557,10.4877039859,3,0.0299844406545,10,31,0,2018_Dec_17_1558,None,1,
4.68012876809e-05,0.603397184545,1.50340089417,7.88399149367,2,0.345065542322,27,10,0,2018_Dec_17_1558,None,1,
6.07595429756e-05,0.738323056039,1.51627494529,7.99855490733,1,0.291183292749,4,18,0,2018_Dec_17_1558,None,1,
4.63907490484e-05,0.621735982385,1.51702622924,6.29213163478,2,0.309402544517,23,28,0,2018_Dec_17_1558,None,1,
4.63907490484e-05,0.230110927581,1.53531198815,7.21128855465,2,0.435714314983,4,9,0,2018_Dec_17_1558,None,1,
5.95279270783e-05,0.378246409963,1.51075485564,6.27942261979,2,1.88051629218,18,1,1,2018_Dec_17_1558,None,1,
3.98221891373e-05,0.970442010903,1.51122533181,7.78830583417,1,0.501225865446,13,23,1,2018_Dec_17_1558,None,1,
3.94115922973e-05,0.510289046733,1.50454259943,7.51938969467,3,0.63846697018,17,12,1,2018_Dec_17_1558,None,1,
3.28430323862e-05,0.779794745868,1.51945784397,9.20534479013,2,1.25888054579,34,11,1,2018_Dec_17_1558,None,1,
3.24324937537e-05,0.281157402324,1.51508808089,8.67991937039,3,0.904987622285,13,28,1,2018_Dec_17_1558,None,1,
3.57168028131e-05,0.375520303462,1.5186322527,7.8152855495,2,0.402336369909,32,17,1,2018_Dec_17_1558,None,1,
3.5306205973e-05,0.243966747871,1.50417229446,7.41346358322,2,0.0977416322567,35,28,1,2018_Dec_17_1558,None,1,
3.40745900758e-05,0.409730994154,1.51475267153,8.79315797897,1,0.31673597917,10,20,0,2018_Dec_17_1558,None,1,
5.29593671672e-05,0.265462756113,1.51269013027,9.66337470186,1,0.353298464965,25,19,1,2018_Dec_17_1558,None,1,
3.32535710186e-05,0.77971404946,1.53262625058,7.61402437772,3,1.13755065011,32,14,1,2018_Dec_17_1558,None,1,
3.3664109651e-05,0.584411745352,1.50761506346,6.24482004083,2,0.51290566253,13,24,1,2018_Dec_17_1558,None,1,
4.02326695621e-05,0.859228000566,1.50345549564,7.56146036467,3,0.343840087298,19,10,0,2018_Dec_17_1558,None,1,
3.36640514433e-05,0.278870355432,1.50479220634,8.17788310349,1,0.325809682952,5,16,0,2018_Dec_17_1558,None,1,
4.8853980843e-05,0.614942073728,1.50599590287,10.2660308807,1,0.324799349648,5,13,0,2018_Dec_17_1558,None,1,
3.40745900758e-05,0.494273888485,1.52704047487,7.77208015334,3,1.71248034557,4,4,0,2018_Dec_17_1558,None,1,
3.20219551213e-05,0.527558010389,1.52805860841,7.99055558065,2,0.887476958567,37,1,1,2018_Dec_17_1558,None,1,
5.78858307563e-05,0.291206203883,1.51518825209,7.76908569154,2,1.14300341153,27,20,0,2018_Dec_17_1558,None,1,
3.69483605027e-05,0.840333536682,1.50861061731,7.26225598663,2,0.457579551963,39,30,0,2018_Dec_17_1558,None,1,
4.31064399891e-05,0.88908089157,1.50296161883,10.1503060558,3,1.52143129858,41,8,1,2018_Dec_17_1558,None,1,
3.44851869158e-05,0.418302839582,1.50796689425,7.97354330966,3,0.387589035323,27,23,0,2018_Dec_17_1558,None,1,
3.57167446055e-05,0.314506943552,1.50533822144,10.4314558076,1,0.384370830492,23,13,0,2018_Dec_17_1558,None,1,
3.5306205973e-05,0.515709882094,1.50773206668,9.27289876551,2,1.03920675913,40,27,1,2018_Dec_17_1558,None,1,
3.53062641807e-05,0.311990525085,1.50401957444,9.06104859535,1,0.32519100263,33,27,1,2018_Dec_17_1558,None,1,
4.5980210416e-05,0.791218777561,1.51166337548,8.26051777008,3,0.453325971088,31,22,0,2018_Dec_17_1558,None,1,
3.44851287082e-05,0.614696566777,1.50887993001,8.18997672247,1,0.672138860333,18,19,1,2018_Dec_17_1558,None,1,
3.94116505049e-05,0.451253697233,1.5075403456,8.39770632598,3,0.342165504175,2,28,0,2018_Dec_17_1558,None,1,
4.63907490484e-05,0.384675662551,1.51001506671,6.47597738757,2,0.323344814766,35,30,0,2018_Dec_17_1558,None,1,
3.61273414455e-05,0.970578085439,1.51561726397,11.0567523185,1,0.384589647059,15,1,1,2018_Dec_17_1558,None,1,
3.44851869158e-05,0.245324034877,1.51478058816,8.90307615884,1,1.41040630918,21,19,1,2018_Dec_17_1558,None,1,
6.11701398157e-05,0.919403066526,1.51276690082,11.1000348957,3,0.278843761655,31,13,0,2018_Dec_17_1558,None,1,
6.03490625508e-05,0.396729140871,1.50508491974,9.96939482639,1,0.354814170161,25,2,1,2018_Dec_17_1558,None,1,
3.3664109651e-05,0.170417450699,1.50053205685,7.5431323204,3,0.545266295259,13,16,1,2018_Dec_17_1558,None,1,
3.53062641807e-05,0.890806074251,1.50353596109,6.5260367103,2,1.92625470576,19,28,0,2018_Dec_17_1558,None,1,
3.44851287082e-05,0.462655397905,1.51520918944,7.35993521713,2,0.284521087306,4,27,0,2018_Dec_17_1558,None,1,
3.32535710186e-05,0.288210688192,1.51769499516,9.39943099482,1,0.338913635118,36,28,0,2018_Dec_17_1558,None,1,
4.92645194754e-05,0.222246766067,1.52050143073,6.81409581128,3,0.399022509751,19,5,0,2018_Dec_17_1558,None,1,
3.32535128109e-05,0.765891713082,1.50487677706,8.30772796128,3,0.650304824288,20,10,0,2018_Dec_17_1558,None,1,
7.51283951104e-05,0.951068244015,1.51515869331,7.00898872252,1,2.34153738152,12,22,1,2018_Dec_17_1558,None,1,
4.22853627242e-05,0.315667246758,1.5137012846,6.78730617493,2,0.765862149652,18,11,1,2018_Dec_17_1558,None,1,
6.19911588728e-05,0.314682617552,1.52636062447,9.7068391472,1,0.474831576925,26,11,1,2018_Dec_17_1558,None,1,
4.80329035781e-05,0.426924880986,1.50403763808,8.21853413415,3,0.325615498587,12,27,1,2018_Dec_17_1558,None,1,
6.07595429756e-05,0.953598742978,1.50133712124,8.70495929517,3,0.354729599378,40,24,1,2018_Dec_17_1558,None,1,
3.57168028131e-05,0.197640124961,1.54510166968,7.6302960387,1,0.252528296318,18,30,1,2018_Dec_17_1558,None,1,
3.77694377676e-05,0.567422159152,1.53823871125,9.7660423757,1,0.502450909989,21,18,1,2018_Dec_17_1558,None,1,
3.40746482834e-05,0.415786194984,1.51023183065,10.1607476713,1,0.230304659985,36,14,0,2018_Dec_17_1558,None,1,
3.48957255483e-05,0.847250930548,1.5233739629,7.35300575168,2,0.104866924172,12,17,1,2018_Dec_17_1558,None,1,
