0.000000000000000000e+00	4.014234406495233998e+00	1.040100000000000000e+04	0.000000000000000000e+00	5.530685587960761040e+00
1.000000000000000000e+00	5.530816985963610932e+00	5.020200000000000000e+04	0.000000000000000000e+00	7.046523201162926853e+00
2.000000000000000000e+00	7.046650068223243579e+00	2.020400000000000000e+04	0.000000000000000000e+00	8.546671967895235866e+00
3.000000000000000000e+00	8.546789395419182256e+00	4.020300000000000000e+04	0.000000000000000000e+00	1.006268289053696208e+01
4.000000000000000000e+00	1.006281466613290831e+01	3.030000000000000000e+02	0.000000000000000000e+00	1.157922657922608778e+01
5.000000000000000000e+00	1.157934853772167116e+01	3.020200000000000000e+04	0.000000000000000000e+00	1.309531188523396850e+01
6.000000000000000000e+00	1.309545574340154417e+01	7.010200000000000000e+04	0.000000000000000000e+00	1.461323147721122950e+01
7.000000000000000000e+00	1.461342026744387113e+01	2.040100000000000000e+04	0.000000000000000000e+00	1.612841889684204943e+01
8.000000000000000000e+00	1.612853745711618103e+01	6.040300000000000000e+04	0.000000000000000000e+00	1.764493162394501269e+01
9.000000000000000000e+00	1.764505886856932193e+01	6.030100000000000000e+04	0.000000000000000000e+00	1.916148173151304945e+01
1.000000000000000000e+01	1.916160520032281056e+01	7.010300000000000000e+04	0.000000000000000000e+00	2.067846152567653917e+01
1.100000000000000000e+01	2.067855705352849327e+01	1.010000000000000000e+02	0.000000000000000000e+00	2.219425043099909090e+01
1.200000000000000000e+01	2.219437729803030379e+01	8.020200000000000000e+04	0.000000000000000000e+00	2.369506147387437522e+01
1.300000000000000000e+01	2.369519475978449918e+01	8.030400000000000000e+04	0.000000000000000000e+00	2.521057436786941253e+01
1.400000000000000000e+01	2.521069406086462550e+01	8.030400000000000000e+04	1.000000000000000000e+00	2.638799603690858930e+01
1.500000000000000000e+01	2.672826854427694343e+01	7.030200000000000000e+04	0.000000000000000000e+00	2.824384751488105394e+01
1.600000000000000000e+01	2.824399628158425912e+01	9.030300000000000000e+04	0.000000000000000000e+00	2.976006195339141414e+01
1.700000000000000000e+01	2.976019070832990110e+01	3.020000000000000000e+02	0.000000000000000000e+00	3.127654900503694080e+01
