0.000000000000000000e+00	4.006756815434982855e+00	7.020100000000000000e+04	0.000000000000000000e+00	5.520664074697378965e+00
1.000000000000000000e+00	5.520864192729277420e+00	3.030100000000000000e+04	0.000000000000000000e+00	7.036948585146546975e+00
2.000000000000000000e+00	7.037096596973697160e+00	2.030300000000000000e+04	0.000000000000000000e+00	8.545221955439956218e+00
3.000000000000000000e+00	8.545366946617832582e+00	1.040400000000000000e+04	0.000000000000000000e+00	1.005360746734777422e+01
4.000000000000000000e+00	1.005375623433747023e+01	7.030300000000000000e+04	0.000000000000000000e+00	1.156978776538744569e+01
5.000000000000000000e+00	1.157003847929900076e+01	4.040200000000000000e+04	0.000000000000000000e+00	1.308630297794479702e+01
6.000000000000000000e+00	1.308645401042167578e+01	3.020400000000000000e+04	0.000000000000000000e+00	1.458662071251819725e+01
7.000000000000000000e+00	1.458681252376391058e+01	2.020300000000000000e+04	0.000000000000000000e+00	1.610277231438749368e+01
8.000000000000000000e+00	1.610291843830918879e+01	7.040100000000000000e+04	0.000000000000000000e+00	1.760346989564004616e+01
9.000000000000000000e+00	1.760364433815084340e+01	8.040100000000000000e+04	1.000000000000000000e+00	1.854728845730505782e+01
1.000000000000000000e+01	1.911902756229437728e+01	9.030300000000000000e+04	0.000000000000000000e+00	2.063556845037282983e+01
1.100000000000000000e+01	2.063577951825936907e+01	9.030300000000000000e+04	1.000000000000000000e+00	2.171541252444376369e+01
1.200000000000000000e+01	2.215215917916839317e+01	7.040200000000000000e+04	0.000000000000000000e+00	2.366724826756308175e+01
1.300000000000000000e+01	2.366739250357841229e+01	2.030000000000000000e+02	0.000000000000000000e+00	2.516797001401209855e+01
1.400000000000000000e+01	2.516812066890770438e+01	2.030100000000000000e+04	0.000000000000000000e+00	2.668442934455288196e+01
1.500000000000000000e+01	2.668458188735439762e+01	4.030300000000000000e+04	0.000000000000000000e+00	2.820101856302426313e+01
1.600000000000000000e+01	2.820116317662086658e+01	4.030300000000000000e+04	1.000000000000000000e+00	2.937395716794480904e+01
1.700000000000000000e+01	2.971222347369393901e+01	1.010400000000000000e+04	0.000000000000000000e+00	3.121718130353838205e+01
1.800000000000000000e+01	3.121733082569062390e+01	1.010400000000000000e+04	1.000000000000000000e+00	3.221319819954169361e+01
1.900000000000000000e+01	3.273401746010949864e+01	2.040400000000000000e+04	0.000000000000000000e+00	3.425013772273996437e+01
2.000000000000000000e+01	3.425028309149865891e+01	4.030000000000000000e+02	0.000000000000000000e+00	3.576663858721167344e+01
2.100000000000000000e+01	3.576679188517573493e+01	6.030200000000000000e+04	0.000000000000000000e+00	3.728307488530026603e+01
2.200000000000000000e+01	3.728322478503332604e+01	4.010000000000000000e+02	0.000000000000000000e+00	3.879977284715459973e+01
2.300000000000000000e+01	3.879991632800783918e+01	4.010100000000000000e+04	0.000000000000000000e+00	4.031601318060393169e+01
2.400000000000000000e+01	4.031616194759408245e+01	6.030300000000000000e+04	0.000000000000000000e+00	4.183248836955499428e+01
2.500000000000000000e+01	4.183264582091260309e+01	6.020100000000000000e+04	0.000000000000000000e+00	4.334896204818141996e+01
2.600000000000000000e+01	4.334911308065829871e+01	5.020300000000000000e+04	0.000000000000000000e+00	4.486542893034629742e+01
2.700000000000000000e+01	4.486558109556699492e+01	6.020200000000000000e+04	0.000000000000000000e+00	4.638193583611746362e+01
2.800000000000000000e+01	4.638208498068843255e+01	5.010300000000000000e+04	0.000000000000000000e+00	4.789840422860697799e+01
2.900000000000000000e+01	4.789855714899022132e+01	5.010300000000000000e+04	1.000000000000000000e+00	4.879282459805517647e+01
3.000000000000000000e+01	4.941500968306945651e+01	9.030200000000000000e+04	0.000000000000000000e+00	5.093142068321776605e+01
3.100000000000000000e+01	5.093156378648973259e+01	3.040300000000000000e+04	0.000000000000000000e+00	5.244786453292999795e+01
3.200000000000000000e+01	5.244801594298814962e+01	3.040300000000000000e+04	1.000000000000000000e+00	5.366000928094581468e+01
