Group	filter	actor	item	Distance	DistanceM	Space	SpaceM	HoldT	HoldTM	Subs	SubsM	Peak	PeakM	Gaze	Duration	DurationM
1	1	9	16	9.39	2.24381	5	0.33719	1.77	1.06099	14	2.80838	2.59	0.20109	0.3	10256.00	3.82
1	1	9	17	6.01	-0.15278	4	2.11086	1.67	0.44507	11	0.43605	3.05	-0.08519	0	8245.00	1.71
1	1	9	18	5.85	0.44768	4	1.2938	3.03	1.80668	10	0.65938	2.21	-0.19294	0.23	8701.00	1.76
1	1	9	19	9.23	2.82181	4	2.25279	0.57	-0.85362	15	2.40362	2.9	0.61759	0.03	8622.00	2.22
1	1	9	20	11.81	0.35414	2	1.02032	0.4	-0.85794	15	0.12908	3.11	-0.01988	0.09	8596.00	.40
1	1	9	21	15.95	1.64518	2	0.75695	0.7	-0.29705	25	1.42269	3.16	0.87874	0.21	13625.00	1.20
1	1	9	22	14.73	3.0255	4	2.61355	5.03	2.97346	26	2.99424	2.34	-0.25675	0.03	17000.00	3.85
1	1	9	23	7.64	-0.02988	2	0.86978	1.57	0.25743	16	0.70734	2.32	-0.12366	0	9000.00	.31
1	1	9	24	7.39	0.51197	2	0.3549	1.9	1.19936	15	1.2497	1.96	-0.3531	0.03	9648.00	1.66
1	1	9	25	4.98	-0.60115	2	0.69194	1.4	-0.14825	10	-0.42178	2.42	-0.20248	0	8271.00	.21
1	1	9	26	11.72	2.25001	4	1.58158	0.9	-0.54553	20	2.35789	2.33	-0.13927	0	13259.00	2.62
1	1	9	27	6.84	0.62179	4	1.83433	1.9	0.55672	13	1.02958	2.15	-0.25386	0.21	10667.00	1.83
1	1	9	28	7.25	0.38427	5	1.33476	1.63	0.87451	13	1.22345	1.72	-0.947	0.37	9383.00	1.85
1	1	9	29	7.68	1.17965	4	1.81616	0.6	-0.69727	9	0.08311	2.49	0.12816	0.4	7122.00	.78
1	1	9	30	9.81	1.54957	4	2.46124	0.37	-0.97488	11	0.71988	3	0.23955	0	6685.00	.77
1	1	9	31	9.93	0.8254	2	1.3233	1.9	0.40202	22	2.18522	2.47	-0.27165	0.17	13040.00	2.20
0	1	10	1	3.77	-0.65675	2	0.62773	1.13	0.37441	7	-0.38605	1.15	-1.23839	0	9316.00	2.99
0	1	10	2	10.64	0.09362	4	-0.6455	0.67	-0.14327	12	-0.32393	2.12	-0.62512	0.08	7595.00	-.16
0	1	10	3	4.92	-0.71935	0	-0.55522	1.5	1.21374	8	-0.73468	1.58	-1.40562	0	7316.00	.81
0	1	10	4	6.42	0.00131	0	-0.68143	1.33	0.74837	12	0.41072	2.41	-0.33733	0	7497.00	.78
0	1	10	5	7.91	0.43351	0	-0.45849	0.1	-1.29351	16	0.54508	3.13	0.59983	0	8000.00	.09
0	1	10	6	3.3	-1.22227	0	-0.92962	2.37	0.95492	9	-0.55744	0.9	-1.841	0	6708.00	-.46
0	1	10	7	8.57	0.42824	0	-0.5	1.13	0.05433	14	0.45644	4	0.96538	0	7915.00	.19
0	1	10	8	7.56	0.30131	0	-0.54115	1.17	-0.08571	17	1.43003	4.16	1.53371	0	8703.00	.81
0	1	10	9	10.91	1.4078	4	1.22216	1.47	0.76846	16	1.30555	2.3	-0.33182	0	8809.00	1.19
0	1	10	10	5.8	-0.64664	0	-0.76125	2.3	0.4068	12	-0.46676	3.74	0.99196	0	7342.00	-.51
0	1	10	11	6.49	0.4691	2	0.63549	1.07	0.05968	11	0.30429	0.96	-0.74287	0	7605.00	.68
0	1	10	12	3.39	-0.21608	0	-0.68143	4.4	3.51933	12	0.17851	1.05	-0.48442	0	7605.00	.75
0	1	10	13	7.95	-0.20505	4	1.82349	1.77	0.75439	11	-0.53021	1.8	-0.78772	0	7792.00	-.41
0	1	10	14	3.8	-0.21504	2	0.77566	1.03	0.03859	7	-0.82168	1.18	-0.55408	0	7230.00	.97
0	1	10	15	7.02	0.34889	4	1.51512	1.73	-0.05305	13	1.15574	2.29	-0.04861	0	8000.00	.25
0	1	10	16	5.13	-0.45111	5	0.33719	1.17	0.17157	7	-0.29562	1.52	-0.87539	0	5703.00	.21
0	1	10	17	3.84	-0.18524	0	-0.81187	2.33	1.30418	7	-0.74869	1.67	-0.34878	0	5625.00	-.22
0	1	10	18	8.59	1.75171	4	1.2938	2.43	1.17351	14	1.97814	3.34	1.29376	0.5	9636.00	2.40
0	1	10	19	6.96	1.32323	2	0.69317	1.17	0.09355	15	2.40362	2.02	-0.5446	0	8513.00	2.13
0	1	10	20	7.9	-0.53914	0	-0.64929	0.63	-0.42982	13	-0.31349	1.74	-1.17683	0	6500.00	-.68
0	1	10	21	6.23	-0.6416	0	-1.12238	0.43	-0.62608	10	-0.6593	2.68	0.1143	0	7896.00	-.24
0	1	10	22	6.23	-0.2487	2	0.71279	2.4	0.84603	15	0.49799	3.27	0.60249	0	8684.00	.27
0	1	10	23	8.26	0.16484	2	0.86978	1.6	0.29175	13	0.12419	3	0.49629	0	9540.00	.50
0	1	10	24	6.7	0.21846	2	0.3549	1.07	-0.02726	12	0.49145	1.73	-0.60414	0	8468.00	1.04
0	1	10	25	4.99	-0.59801	0	-1.08734	3.33	0.84387	10	-0.42178	1.45	-1.0465	0.02	8816.00	.44
0	1	10	26	6.97	0.27292	4	1.58158	1.07	-0.40858	11	-0.03696	1.13	-1.02224	0	9625.00	.84
0	1	10	27	11.41	2.94539	5	2.59336	0.37	-1.34024	11	0.39599	3.53	0.77109	0.04	8519.00	.67
0	1	10	28	7.92	0.76322	4	0.07025	1.83	1.16965	13	1.22345	1.55	-1.12508	0.43	9617.00	2.00
0	1	10	29	6.72	0.58438	4	1.81616	1.47	0.74345	12	1.20511	1.66	-0.93794	0	6703.00	.49
0	1	10	30	8.74	1.10472	4	2.46124	1.07	0.1418	15	2.29054	1.85	-0.86823	0	7617.00	1.54
0	1	10	31	5.19	-0.81219	0	-0.58225	2.4	0.92641	11	-0.51057	2.31	-0.44805	0	8520.00	.01
0	1	11	1	3.67	-0.73229	0	-0.93077	1.97	1.82061	8	0.04826	1.6	-0.711	0	5079.00	-.11
0	1	11	2	7	-0.44986	5	0.6455	1.23	0.93919	15	0.09255	1.9	-0.79416	0	7264.00	-.24
0	1	11	3	6.75	-0.01546	0	-0.55522	0.6	-0.26836	13	0.91834	2.06	-0.79861	0	7000.00	.59
0	1	11	4	4.47	-0.88605	2	0.85179	1.03	0.18448	8	-0.84766	2.13	-0.64989	0	5000.00	-1.02
0	1	11	5	5.39	-0.52992	0	-0.45849	1.5	0.3781	12	-0.21697	1.93	-0.70896	0	7000.00	-.29
0	1	11	6	4.74	-0.55334	0	-0.92962	0.53	-1.19609	7	-1.05913	1.88	-0.48382	0	5658.00	-.99
0	1	11	7	5.1	-0.76348	0	-0.5	2.23	1.48858	7	-1.14109	1.89	-0.83737	0	7316.00	-.13
0	1	11	8	5.3	-0.4924	0	-0.54115	2.1	0.94276	14	0.65393	2.44	-0.27023	0	7501.00	.19
0	1	11	9	5.35	-0.61786	2	-0.47006	0.73	-0.49424	12	0.15218	2.27	-0.36441	0	8000.00	.71
0	1	11	10	9.08	0.42132	2	0.89966	1.77	-0.07833	14	0.14427	2.72	-0.10722	0	10132.00	.60
0	1	11	11	5.16	-0.25191	0	-1.05915	0.83	-0.33608	10	0	2.32	-0.07515	0	6842.00	.16
0	1	11	12	6.18	-0.15563	2	0.85179	1.3	-0.2742	11	-0.1009	2.79	-0.11463	0	6842.00	.23
0	1	11	13	7.96	-0.20256	2	-0.10726	3.5	2.95756	10	-0.79532	3.67	1.25778	0	10842.00	1.26
0	1	11	14	4.54	-0.19343	2	0.77566	1.07	0.08651	9	-0.07281	3.01	-0.07758	0	5737.00	-.21
0	1	11	15	9.89	1.6982	2	-0.24437	0.37	-1.20464	14	1.46857	2.3	-0.0376	0	8447.00	.47
0	0	11	16	4.39	-0.9239	5	0.33719	1.83	1.15982	5	-1.18248	1.7	-0.69533	0	3842.00	-1.26
0	1	11	17	7.12	-0.13622	0	-0.81187	1.73	0.53098	8	-0.4525	3.45	-0.00834	0	5000.00	-.69
0	1	11	18	2.78	-1.011	2	-0.68819	2.4	1.13833	5	-0.98907	1.98	-0.50066	0	5500.00	-.40
0	1	11	19	4.03	-0.60938	2	0.69317	1.2	0.14617	9	0.05438	2.57	0.18339	0	5710.00	-.09
0	1	11	20	9.73	-0.12016	0	-0.64929	1.1	0.42642	14	-0.0922	2.64	-0.41457	0	8000.00	.09
0	1	11	21	9.36	0.09504	2	0.75695	2.93	2.45862	14	-0.1041	3.07	0.73942	0	10263.00	.36
0	1	11	22	5.72	-0.44325	2	0.71279	0.87	-0.39272	10	-0.63667	1.82	-0.74058	0	6500.00	-.67
0	1	11	23	6.15	-0.49365	2	0.86978	2.93	1.66468	13	0.12419	1.63	-0.7466	0	9342.00	.43
0	1	11	24	3.88	-0.98864	2	0.3549	2.37	1.88626	8	-0.51954	2.38	0.09153	0	6815.00	.18
0	1	11	25	7.62	0.30581	2	0.69194	1.8	0.05702	16	0.89858	2.35	-0.26582	0	9001.00	.52
0	1	11	26	4.82	-0.62293	2	-0.1977	3.8	1.83747	12	0.22914	7.2	3.44976	0	9605.00	.83
0	1	11	27	3.98	-0.83006	2	0.31626	2.47	1.25777	8	-0.55439	2.43	-0.04636	0	5790.00	-.79
0	1	11	28	7.29	0.40381	4	0.07025	1.7	0.97289	11	0.47694	1.35	-1.35028	0	8236.00	1.09
0	1	11	29	6.38	0.38065	2	0.29565	0.87	-0.25397	12	1.20511	1.46	-1.19934	0	5737.00	-.17
0	1	11	30	4.71	-0.56101	2	0.82041	0.57	-0.65583	9	-0.06544	2.46	-0.2843	0	4711.00	-.87
0	1	11	31	4.64	-1.0014	0	-0.58225	3.07	1.62558	10	-0.75564	2.54	-0.19007	0	7237.00	-.62
1	1	12	1	4.36	-0.20174	0	-0.93077	0.4	-0.89825	6	-0.82036	1.98	-0.26189	0	4316.00	-.67
1	1	12	2	4.02	-0.89449	2	-3.22749	1	0.49347	11	-0.46276	2.03	-0.69247	0	6104.00	-.51
1	1	12	3	3.52	-1.25703	0	-0.55522	0.83	0.11588	7	-1.06528	1.99	-0.88141	0	4812.00	-.94
1	1	12	4	4.39	-0.92049	0	-0.68143	0.8	-0.2541	7	-1.16226	1.78	-1.04801	0	4521.00	-1.36
1	1	12	5	5.08	-0.65101	0	-0.45849	1.03	-0.1791	14	0.16405	2.12	-0.505	0	7250.00	-.19
1	1	12	6	3.92	-0.93439	0	-0.92962	0.43	-1.31342	10	-0.30659	1.84	-0.53411	0	6236.00	-.70
1	1	12	7	5.42	-0.65518	0	-0.5	0.57	-0.68453	10	-0.45644	1.65	-1.03888	0	6000.00	-.84
1	1	12	8	4.41	-0.80636	0	-0.54115	1.2	-0.04897	6	-1.41566	3.31	0.64335	0	4896.00	-1.14
1	1	12	9	8.19	0.41496	2	-0.47006	2.4	2.37554	15	1.01721	1.44	-1.24451	0	10552.00	2.24
1	1	12	10	3.94	-1.25647	0	-0.76125	1.23	-0.56346	8	-1.68883	1.85	-1.04438	0	5631.00	-1.19
1	1	12	11	4.24	-0.75226	0	-1.05915	0.93	-0.16647	9	-0.30429	2.09	-0.19026	0	5563.00	-.71
1	1	12	12	4.61	-0.18966	0	-0.68143	0.47	-1.29397	11	-0.1009	2.28	-0.22231	0	5563.00	-.64
1	1	12	13	6.34	-0.99372	0	-2.03802	0.47	-0.89798	15	0.53021	2.04	-0.52789	0	7146.00	-.76
1	1	12	14	4.15	-0.20472	0	-0.86692	1.1	0.13442	5	-1.57055	2.09	-0.31693	0	4631.00	-1.08
1	1	12	15	5.62	-0.30646	0	-2.00387	0.6	-1.00802	6	-1.03408	2.5	0.1837	0	6021.00	-.73
1	1	12	16	3.89	-1.24063	5	0.33719	1.57	0.76452	8	0.14781	1.96	-0.42913	0	4790.00	-.51
1	1	12	17	4.35	-0.17762	0	-0.81187	0.83	-0.62882	10	0.13987	2.56	-0.17885	0.14	5500.00	-.32
1	1	12	18	3.16	-0.82977	2	-0.68819	1.17	-0.16318	6	-0.65938	1.54	-1.06957	0	4521.00	-1.07
1	1	12	19	4.83	-0.08514	0	-0.86646	0.43	-1.06411	9	0.05438	2.71	0.37495	0	4833.00	-.79
1	1	12	20	4.33	-1.35335	0	-0.64929	1.4	0.97686	11	-0.75607	1.88	-1.05495	0	5354.00	-1.27
1	1	12	21	4.97	-0.9372	0	-1.12238	0.9	-0.05027	9	-0.79809	2.14	-0.73386	0	5209.00	-.91
1	0	12	22	2.64	-1.62927	0	-1.18798	2.3	0.76525	8	-1.09053	1.18	-1.3379	0	5416.00	-1.14
1	1	12	23	4.84	-0.90248	0	-1.15036	0.6	-0.73795	10	-0.45896	1.57	-0.8025	0	6063.00	-.74
1	1	12	24	3.45	-1.17527	0	-1.24216	0.8	-0.41978	8	-0.51954	1.34	-1.01623	0	5658.00	-.42
1	1	12	25	6.65	-0.02717	0	-1.08734	0.63	-0.54167	13	0.2384	1.89	-0.66311	0	7211.00	-.25
1	1	12	26	3.65	-1.10778	2	-0.1977	1.17	-0.32641	11	-0.03696	2.49	-0.0191	0	6500.00	-.69
1	1	12	27	4.65	-0.49014	0	-1.2018	1.57	0.14433	9	-0.2376	2.09	-0.29615	0	6078.00	-.63
1	1	12	28	4.18	-1.3487	2	-2.45877	1.4	0.53017	6	-1.38934	1.8	-0.86194	0	5334.00	-.84
1	1	12	29	4.37	-0.85843	0	-1.22485	0.3	-1.19598	7	-0.66489	1.9	-0.6307	0	4000.00	-1.35
1	1	12	30	4.63	-0.59225	0	-0.82041	0.2	-1.24075	9	-0.06544	1.56	-1.15109	0	4500.00	-1.04
1	1	12	31	3.56	-1.37326	0	-0.58225	2.3	0.82153	8	-1.24578	1.76	-1.05177	0	5211.00	-1.60
1	1	13	1	2.98	-1.25483	0	-0.93077	1.37	0.77934	8	0.04826	1.93	-0.32341	0	4000.00	-.90
1	1	13	2	5.9	-0.61428	4	-0.6455	1.07	0.62082	11	-0.46276	1.84	-0.84055	0	6812.00	-.34
1	1	13	3	6.41	-0.14622	0	-0.55522	0	-1.25643	11	0.25714	2.12	-0.72036	0	5357.00	-.56
1	1	13	4	5.01	-0.64213	0	-0.68143	0.93	-0.00348	10	-0.21847	1.7	-1.12989	0	5000.00	-1.02
1	1	13	5	4.69	-0.8001	0	-0.45849	0.7	-0.57711	9	-0.78852	1.18	-1.52352	0	5812.00	-.75
1	1	13	6	3.3	-1.22392	2	0.46481	1.3	-0.29658	9	-0.55744	1.12	-1.53982	0	5645.00	-1.00
1	1	13	7	4.95	-0.81654	0	-0.5	1.07	-0.0326	12	0	1.29	-1.34645	0	7000.00	-.30
1	1	13	8	4.99	-0.60096	0	-0.54115	0.27	-1.07744	8	-0.89826	1.61	-1.1428	0	6500.00	-.32
1	1	13	9	4.44	-0.95139	2	-0.47006	0.37	-1.12559	10	-0.4245	1.53	-1.15539	0	6000.00	-.49
1	1	13	10	4.85	-0.95802	0	-0.76125	2.1	0.22488	9	-1.38331	2.36	-0.49163	0	5812.00	-1.12
1	1	13	11	3.82	-0.97958	2	0.63549	1.07	0.05968	7	-0.91287	1.5	-0.48009	0	5750.00	-.58
1	1	13	12	4.45	-0.1931	0	-0.68143	1.4	-0.15183	7	-1.21855	1.58	-0.37135	0	5750.00	-.51
1	1	13	13	6.89	-0.72692	2	-0.10726	0.77	-0.51666	15	0.53021	1.2	-1.44558	0	8008.00	-.29
1	1	13	14	4.37	-0.19852	2	0.77566	1.87	1.23636	9	-0.07281	1.4	-0.4959	0	6417.00	.33
1	1	13	15	3.1	-1.48949	2	-0.24437	2.4	0.50869	8	-0.40842	1.45	-0.98874	0	6000.00	-.74
1	1	13	16	6.6	0.47705	5	0.33719	0.77	-0.42138	7	-0.29562	1.85	-0.5429	0	5750.00	.25
1	1	13	17	4.75	-0.17164	2	0.6495	1.23	-0.11336	10	0.13987	2.2	-0.24811	0	6812.00	.65
1	1	13	18	2.9	-0.956	2	-0.68819	1.33	0.0127	9	0.32969	1.54	-1.07786	0	5229.00	-.59
1	1	13	19	3.52	-0.94788	0	-0.86646	1.1	-0.01169	8	-0.33716	1.33	-1.46056	0	5480.00	-.28
1	1	13	20	9.85	-0.09299	2	1.02032	0.27	-1.10258	14	-0.0922	3.52	0.32351	0	6750.00	-.55
1	1	13	21	5.41	-0.83503	2	0.75695	0.2	-0.91398	11	-0.5205	1.5	-1.751	0	6500.00	-.59
1	1	13	22	5.66	-0.46551	0	-1.18798	0.9	-0.36579	12	-0.18281	1.6	-0.94598	0	6000.00	-.89
1	1	13	23	5.36	-0.74154	2	0.86978	0.53	-0.8066	9	-0.65334	1.81	-0.5821	0	6000.00	-.76
1	1	13	24	3.34	-1.22083	2	0.3549	0.6	-0.71416	6	-1.02503	1.27	-1.09249	0	4709.00	-.92
1	1	13	25	5.48	-0.4305	2	0.69194	0.77	-0.47325	11	-0.20172	1.69	-0.83608	0	7000.00	-.34
1	1	13	26	3.77	-1.05724	2	-0.1977	2.5	0.76922	9	-0.56915	1.32	-0.88178	0	6750.00	-.57
1	1	13	27	3.26	-1.19307	0	-1.2018	2.93	1.8351	7	-0.87118	2.06	-0.31679	0	7333.00	.04
1	1	13	28	6.41	-0.09207	4	0.07025	1.07	0.03826	11	0.47694	1.64	-1.03697	0	6813.00	.14
1	0	13	29	4.43	-0.81953	0	-1.22485	1.07	0.0785	6	-1.03889	3.33	1.21942	0	4771.00	-.83
1	1	13	30	5.19	-0.36223	0	-0.82041	1.33	0.5672	10	0.32722	2.67	-0.07955	0	5500.00	-.21
1	1	13	31	5.15	-0.82424	0	-0.58225	0.8	-0.75161	12	-0.26549	2.48	-0.25934	0	6500.00	-.98
0	1	14	1	3.36	-0.96601	2	0.62773	0.8	-0.20408	6	-0.82036	2.23	0.03512	0	4379.00	-.62
0	1	14	2	10.02	0.00105	5	0.6455	0.53	-0.39796	14	-0.04628	2.06	-0.66887	0.1	8810.00	.12
0	1	14	3	4.84	-0.75171	0	-0.55522	0.6	-0.26836	8	-0.73468	2.57	-0.14214	0	5025.00	-.79
0	1	14	4	6.13	-0.13076	2	0.85179	0.4	-1.00595	10	-0.21847	1.2	-1.68885	0	6568.00	.11
0	1	14	5	5.08	-0.65106	0	-0.45849	1	-0.2189	13	-0.02646	1.31	-1.37749	0	7216.00	-.21
0	1	14	6	6.05	0.05517	2	0.46481	1.37	-0.21836	12	0.1951	3	1.07746	0	6730.00	-.45
0	1	14	7	7.89	0.19444	2	1.5	1.3	0.27164	9	-0.68465	3.21	0.28658	0	7703.00	.08
0	1	14	8	6.9	0.06995	0	-0.54115	0.53	-0.78359	14	0.65393	2.88	0.18784	0.07	7000.00	-.06
0	1	14	9	5.83	-0.44291	4	1.22216	1.33	0.53888	13	0.44052	2.1	-0.54656	0	6000.00	-.49
0	1	14	10	7.63	-0.05167	2	0.89966	1.93	0.07327	16	0.7553	2.01	-0.87366	0	9865.00	.49
0	1	14	11	6.85	0.66045	2	0.63549	0.6	-0.73183	12	0.60858	1.85	-0.30626	0	7000.00	.27
0	1	14	12	6.62	-0.14602	2	0.85179	0.5	-1.25318	15	1.01675	2.49	-0.17786	0	7000.00	.34
0	1	14	13	7.64	-0.35883	2	-0.10726	1.1	-0.09298	13	0	2.5	-0.02277	0	7806.00	-.40
0	1	14	14	4.61	-0.19164	0	-0.86692	1.47	0.66143	10	0.30163	1.64	-0.43426	0	6000.00	.00
0	1	14	15	6.7	0.19812	2	-0.24437	1.4	-0.33393	10	0.21724	1.47	-0.96618	0	9000.00	.75
0	1	14	16	5.13	-0.45169	5	0.33719	0.8	-0.37197	6	-0.73905	1.52	-0.8765	0.32	5000.00	-.35
0	1	14	17	3.02	-0.19753	0	-0.81187	1.43	0.14438	8	-0.4525	1.06	-0.46704	0	5108.00	-.61
0	1	14	18	4.79	-0.05611	4	1.2938	1.5	0.18858	8	0	2.78	0.55559	0	4929.00	-.79
0	1	14	19	4.07	-0.58111	2	0.69317	1.17	0.09355	11	0.83746	1.37	-1.41283	0	5460.00	-.29
0	1	14	20	17.3	1.60738	4	2.68993	0.83	-0.06286	15	0.12908	3.68	0.46038	0	9000.00	.61
0	1	14	21	9.27	0.07484	2	0.75695	0.43	-0.62608	14	-0.1041	1.94	-1.05478	0	7703.00	-.28
0	1	14	22	7.1	0.08877	2	0.71279	1	-0.285	14	0.27106	4.39	1.64641	0	8216.00	.07
0	1	14	23	5.1	-0.82094	2	0.86978	1.67	0.3604	9	-0.65334	1.5	-0.86635	0	7351.00	-.28
0	1	14	24	6.14	-0.0223	2	0.3549	0.7	-0.56697	9	-0.26679	2.25	-0.04412	0.12	5108.00	-.71
0	1	14	25	3.79	-1.00982	2	0.69194	1.77	0.03991	10	-0.42178	2.62	-0.0296	0	5703.00	-.89
0	1	14	26	5.09	-0.5112	2	-0.1977	0.1	-1.20291	7	-1.10134	1.69	-0.60869	0	6108.00	-.88
0	1	14	27	3.92	-0.86144	2	0.31626	2.03	0.72167	9	-0.2376	1.99	-0.37175	0	6000.00	-.68
0	1	14	28	7.59	0.57384	5	1.33476	0.23	-1.19152	12	0.85019	1.89	-0.7631	0.52	6313.00	-.19
0	1	14	29	4.11	-1.01478	2	0.29565	1.07	0.0785	7	-0.66489	1.63	-0.98608	0	4514.00	-1.00
0	1	14	30	2.94	-1.29166	0	-0.82041	0.53	-0.709	5	-1.6361	1.49	-1.21782	0.13	5500.00	-.21
0	1	14	31	5.68	-0.64246	0	-0.58225	2.13	0.64674	12	-0.26549	1.53	-1.30894	0	9027.00	.25
1	1	15	1	5.34	0.54037	4	2.18623	2.63	2.97757	11	1.35118	2.04	-0.19528	0.27	8761.00	2.59
1	1	15	2	18.52	1.27059	4	-0.6455	0.33	-0.78	16	0.23138	3.44	0.37094	0.36	10702.00	.55
1	1	15	3	13.71	2.65682	2	0.98231	1.07	0.50013	16	1.91016	3.37	0.89129	0.23	8000.00	1.29
1	1	15	4	8.63	1.0042	4	2.385	0.67	-0.50472	12	0.41072	2.86	0.1693	0.56	7510.00	.79
1	1	15	5	4.58	-0.83957	2	1.6047	3.03	2.20892	11	-0.40749	2.25	-0.36282	0.11	8404.00	.25
1	0	15	6	5.1	-0.38496	4	1.85924	3.7	2.51929	10	-0.30659	2.67	0.61192	0.52	9395.00	.91
1	1	15	7	9.43	0.72338	2	1.5	0.53	-0.72799	11	-0.22822	3.86	0.84637	0.15	8553.00	.53
1	1	15	8	7.49	0.27551	2	1.40698	2.27	1.12642	11	-0.12216	2.76	0.06428	0.26	10600.00	1.78
1	1	15	9	4.2	-1.03756	4	1.22216	1.97	1.6294	9	-0.71284	2.62	0.01782	0.27	5808.00	-.61
1	1	15	10	10.07	0.7437	2	0.89966	2.07	0.19456	15	0.44979	3.79	1.05595	0.29	9533.00	.36
1	1	15	11	8.2	1.39457	2	0.63549	2.07	1.75577	16	1.82574	2.19	-0.13846	0.42	10426.00	2.61
1	1	15	12	8.06	-0.11483	2	0.85179	1.93	0.50082	16	1.29617	2.09	-0.26442	0.42	10426.00	2.67
1	1	15	13	9.53	0.57106	4	1.82349	2.93	2.23729	17	1.06042	1.77	-0.81772	0.22	11756.00	1.76
1	1	15	14	5.84	-0.15584	4	2.41824	2.7	2.43413	10	0.30163	2.12	-0.30992	0.31	7808.00	1.42
1	1	15	15	8.93	1.24565	2	-0.24437	1.13	-0.55863	11	0.53008	2.13	-0.23447	0.33	8508.00	.50
1	1	15	16	8.46	1.65354	5	0.33719	1.07	0.02333	8	0.14781	1.8	-0.59392	0.29	6276.00	.66
1	1	15	17	7.51	-0.13042	0	-0.81187	1.3	-0.02744	13	1.02842	3.29	-0.03809	0.49	7489.00	1.15
1	1	15	18	5.3	0.18785	4	1.2938	2.23	0.96245	5	-0.98907	2.03	-0.4257	0.3	8714.00	1.77
1	1	15	19	5.04	0.05657	2	0.69317	2.03	1.46169	9	0.05438	2.66	0.30585	0.46	7021.00	.95
1	1	15	20	15.64	1.2272	2	1.02032	1.63	1.40498	19	1.01423	2.17	-0.81403	0.18	10259.00	1.26
1	1	15	21	6.04	-0.68633	2	0.75695	2.4	1.80055	13	-0.2429	2.94	0.52957	0.32	7702.00	-.28
1	1	15	22	9.7	1.08829	2	0.71279	0.5	-0.68895	14	0.27106	6.48	3.59671	0.32	9553.00	.64
1	1	15	23	5.19	-0.7932	2	0.86978	2.03	0.73795	7	-1.04211	1.82	-0.57785	0.2	9263.00	.40
1	1	15	24	9.27	1.31519	2	0.3549	1.07	-0.02726	16	1.50245	3.77	1.58212	0.28	8811.00	1.22
1	1	15	25	6.5	-0.078	2	0.69194	0.67	-0.52457	14	0.45846	1.77	-0.76865	0.28	9000.00	.52
1	1	15	26	5.03	-0.5361	4	1.58158	3.63	1.70051	8	-0.83524	3.41	0.65964	0.19	8340.00	.21
1	1	15	27	5.18	-0.21986	2	0.31626	1.5	0.06186	5	-1.50477	1.97	-0.383	0.14	7649.00	.21
1	1	15	28	4.34	-1.25588	4	0.07025	1.9	1.26804	6	-1.38934	2.72	0.14858	0.57	8685.00	1.39
1	1	15	29	6.87	0.67916	4	1.81616	1.77	1.24216	11	0.83111	1.59	-1.03429	0.42	7514.00	1.05
1	1	15	30	7.49	0.58893	2	0.82041	1.13	0.24815	10	0.32722	1.62	-1.09742	0.36	7811.00	1.70
1	1	15	31	6.12	-0.489	2	1.3233	1.3	-0.22723	14	0.22465	2.48	-0.25504	0.05	9383.00	.43
0	1	16	1	2.65	-1.52444	0	-0.86646	1.03	-0.11693	6	-1.12024	1.51	-1.22257	0	4255.00	-.71
0	0	16	2	2.77	-1.41971	0	-0.93077	0.87	-0.08838	5	-1.25467	1.99	-0.25497	0	3723.00	-1.06
0	1	16	3	15.7	0.84956	5	0.6455	0.37	-0.71633	16	0.23138	3.36	0.31442	0.02	8830.00	1.87
0	1	16	4	5.32	-0.56596	0	-0.55522	1	0.39035	8	-0.73468	3.64	1.24681	0	5702.00	-.51
0	1	16	5	4.87	-0.70582	0	-0.68143	1.13	0.37245	10	-0.21847	2.27	-0.49231	0.18	5429.00	-.90
0	1	16	6	4.64	-0.81749	0	-0.45849	0.27	-1.09451	10	-0.598	2.54	-0.04454	0	5639.00	-1.00
0	1	16	7	5.51	-0.19671	0	-0.92962	1.7	0.17273	6	-1.30998	2.84	0.85797	0	8213.00	.35
0	1	16	8	5.59	-0.5958	0	-0.5	1.93	1.09742	7	-1.14109	3.25	0.32264	0	7000.00	-.06
0	1	16	9	4.34	-0.82864	0	-0.54115	0.5	-0.82032	9	-0.63956	2.26	-0.46029	0	5405.00	-.85
0	1	16	10	6.56	-0.17664	4	1.22216	0.13	-1.52736	9	-0.71284	2.8	0.20252	0	5745.00	-1.15
0	1	16	11	5.78	-0.6536	0	-0.76125	2.9	0.95257	12	-0.46676	2.42	-0.43049	0	8489.00	1.29
0	1	16	12	3.03	-1.40668	0	-1.05915	0.77	-0.44915	4	-1.82574	2.15	-0.16006	0	4511.00	-1.36
0	0	16	13	282.06	5.8276	2	0.85179	0	-1.86504	16	1.29617	30.14	5.68661	0	4511.00	-2.20
0	1	16	14	8.2	-0.08106	2	-0.10726	1.03	-0.17771	11	-0.53021	2.36	-0.17413	0	7511.00	1.19
0	0	16	15	212.3	5.82748	2	0.77566	0	-1.44664	11	0.67607	24.89	5.61245	0	4234.00	-1.61
0	1	16	16	4.85	-0.6679	2	-0.24437	1.9	0.08738	8	-0.40842	2.05	-0.31666	0	5468.00	.02
0	1	16	17	7.69	1.16897	5	0.33719	0.8	-0.37197	8	0.14781	2.27	-0.11876	0	5750.00	-.13
0	0	16	18	405.72	5.8317	2	0.6495	0	-1.70271	24	4.28645	32.93	5.65519	0	7127.00	.70
0	1	16	19	2.98	-0.91794	2	-0.68819	1.47	0.15341	6	-0.65938	1.43	-1.21496	0	4362.00	-1.16
