ling,geo,lang
0.248487,326.352,-1
0.181493,352.695,-1
0.182453,634.893,-1
0.154763,461.249,-1
0.0898119,77.248,-1
0.148332,247.03,-1
0.0779647,304.574,-1
0.231063,430.606,-1
0.254752,635.991,-1
0.231003,311.349,-1
0.263102,767.913,-1
0.213643,381.027,-1
0.190439,755.542,-1
0.14842,143.687,-1
0.137103,572.302,-1
0.206143,456.426,-1
0.169796,76.7423,-1
0.147548,288.096,-1
0.250307,362.062,-1
0.277597,776.962,-1
0.257107,737.013,-1
0.108775,368.576,-1
0.0860288,146.808,-1
0.199066,403.941,-1
0.245841,342.704,-1
0.0734765,226.199,-1
0.251492,655.676,-1
0.18578,696.627,-1
0.173731,280.754,-1
0.152623,196.37,-1
0.10902,301.049,-1
0.144971,594.966,-1
0.0652241,67.3193,-1
0.057832,354.339,-1
0.275066,990.758,-1
0.289254,1167.06,-1
0.277255,865.309,-1
0.299465,1292.26,-1
0.239402,938.261,-1
0.2178,274.579,-1
0.198432,639.208,-1
0.140728,209.257,-1
0.25265,1019.81,-1
0.196186,629.924,-1
0.194266,853.224,-1
0.265675,798.507,-1
0.32452,1314.88,-1
0.30069,1260.03,-1
0.131548,290.926,-1
0.172607,448.318,-1
0.239374,968.308,-1
0.289366,402.82,-1
0.149541,361.781,-1
0.220473,91.9827,-1
0.177658,151.153,-1
0.20544,840.935,-1
0.214686,701.984,-1
0.189395,269.225,-1
0.148502,102.719,-1
0.175602,530.18,-1
0.147805,248.189,-1
0.167692,565.654,-1
0.121504,268.817,-1
0.136669,89.3848,-1
0.265069,374.568,-1
0.133236,128.11,-1
0.17681,442.895,-1
0.288013,1360.19,-1
0.228453,591.127,-1
0.27286,1173.68,-1
0.156334,263.882,-1
0.221407,611.558,-1
0.219958,418.381,-1
0.278455,740.689,-1
0.100792,96.562,-1
0.136336,117.096,-1
0.268706,970.793,-1
0.268759,782.274,-1
0.167862,374.213,-1
0.251755,882.584,-1
0.251413,868.6,-1
0.343863,1314.64,-1
0.306203,1341.1,-1
0.218782,483.036,-1
0.242768,528.744,-1
0.282004,961.901,-1
0.283972,1234.62,-1
0.265184,704.609,-1
0.255075,989.62,-1
0.250266,685.711,-1
0.291362,1230.33,-1
0.265336,265.538,1
0.287927,479.942,1
0.331676,504.652,1
0.2306,475.807,1
0.367044,333.303,1
0.189131,44.3123,1
0.377385,328.09,1
0.364997,340.791,1
0.304135,485.687,1
0.300133,455.029,1
0.169344,63.4589,1
0.188514,30.8147,1
0.305972,208.726,1
0.233491,272.644,1
0.221712,22.4846,1
0.307029,470.161,1
0.267972,216.415,1
0.220673,55.1327,1
0.2047,116.741,1
0.245318,473.893,1
0.227604,175.931,-1
0.245266,378.946,-1
0.195531,50.5774,-1
0.240984,511.754,-1
0.184617,227.206,-1
0.23635,975.365,-1
0.131176,189.401,-1
0.193365,787.353,-1
0.195226,209.224,-1
0.138076,187.821,-1
0.119524,80.0776,-1
0.206356,419.194,-1
0.247544,516.886,-1
0.245253,481.765,-1
0.192584,578.395,-1
0.200912,369.389,-1
0.161887,204.53,-1
0.254087,511.225,-1
0.198077,457.504,-1
0.288037,903.011,-1
0.234724,936.594,-1
0.112912,158.928,-1
0.147611,142.954,-1
0.210862,546.48,-1
0.221454,831.451,-1
0.177285,285.426,-1
0.181886,584.48,-1
0.173847,260.826,-1
0.220739,815.583,-1
0.234699,424.957,-1
0.257912,1051.66,-1
0.276892,1199.25,-1
0.259812,923.456,-1
0.2955,1317.09,-1
0.227344,1029.8,-1
0.14339,113.02,-1
0.191735,689.144,-1
0.101067,105.055,-1
0.218627,1085.32,-1
0.181238,700.983,-1
0.160024,926.337,-1
0.221479,929.264,-1
0.3039,1348.38,-1
0.284026,1284.8,-1
0.135704,300.366,-1
0.148536,511.004,-1
0.227045,1050.06,-1
0.250544,393.357,-1
0.129666,424.355,-1
0.210161,143.602,-1
0.125959,100.212,-1
0.193544,929.57,-1
0.187388,747.036,-1
0.159098,352.571,-1
0.119738,73.9347,-1
0.134668,599.504,-1
0.123208,295.116,-1
0.118827,648.826,-1
0.176317,173.2,-1
0.273762,1270.72,-1
0.195805,876.333,-1
0.303763,265.682,1
0.28921,482.911,1
0.325549,507.489,1
0.237817,479.375,1
0.367513,335.549,1
0.186941,50.4973,1
0.390031,330.752,1
0.353815,343.334,1
0.30778,489.148,1
0.29565,457.933,1
0.160347,60.6156,1
0.18525,37.6962,1
0.275554,209.387,1
0.207593,271.724,1
0.194704,16.2127,1
0.267352,473.292,1
0.242712,216.881,1
0.192589,48.9463,1
0.188764,122.639,1
0.229608,476.784,1
0.143203,10.5469,1
0.239518,369.478,-1
0.249704,576.807,-1
0.233579,250.594,-1
0.255239,709.078,-1
0.178441,329.044,-1
0.216804,808.482,-1
0.126938,116.026,-1
0.177023,623.436,-1
0.199251,395.661,-1
0.0384052,29.9282,-1
0.123496,227.992,-1
0.191364,352.886,-1
0.264915,716.796,-1
0.253201,678.412,-1
0.169985,416.773,-1
0.191344,194.384,-1
0.179243,346.968,-1
0.241833,378.251,-1
0.163433,279.074,-1
0.260467,714.799,-1
0.21937,754.178,-1
0.126242,228.283,-1
0.136454,153.829,-1
0.199451,358.938,-1
0.189553,651.525,-1
0.185072,105.964,-1
0.161223,408.247,-1
0.166082,61.1537,-1
0.203726,625.237,-1
0.230264,625.119,-1
0.14083,200.162,-1
0.179277,703.35,-1
0.28793,314.885,1
0.303417,438.781,1
0.350963,463.02,1
0.234191,436.734,1
0.371083,290.174,1
0.164936,96.0323,1
0.376718,286.293,1
0.343381,298.564,1
0.297087,446.208,1
0.310609,413.696,1
0.1103,11.3441,1
0.157995,82.3921,1
0.278232,258.796,1
0.211448,320.217,1
0.218738,33.9834,1
0.305186,429.559,1
0.237769,266.233,1
0.200852,19.1803,1
0.160108,94.107,1
0.258458,432.483,1
0.198254,52.1157,1
0.16376,49.4859,1
0.316094,1104.05,-1
0.329262,1240.73,-1
0.329906,975.75,-1
0.333865,1355.22,-1
0.301735,1091.81,-1
0.192579,45.5975,-1
0.263326,741.078,-1
0.200582,142.563,-1
0.299588,1139.05,-1
0.263097,759.255,-1
0.269723,983.374,-1
0.317653,1001.53,-1
0.360636,1389.65,-1
0.334875,1323.06,-1
0.210853,351.482,-1
0.239269,569.678,-1
0.31064,1109.07,-1
0.330388,432.45,-1
0.233756,485.039,-1
0.200709,203.104,-1
0.214452,139.811,-1
0.28146,991.211,-1
0.259332,796.648,-1
0.249338,420.095,-1
0.184734,150.914,-1
0.259492,658.534,-1
0.236537,356.971,-1
0.239204,711.057,-1
0.240175,248.073,-1
0.336387,1314.86,-1
0.272798,929.829,-1
0.203778,77.0272,-1
0.255096,763.626,-1
0.341351,258.18,1
0.331905,488.153,1
0.389385,512.837,1
0.299145,484.119,1
0.369511,341.347,1
0.178869,40.7245,1
0.399147,336.23,1
0.361333,348.906,1
0.320627,493.983,1
0.326287,463.226,1
0.248774,69.2359,1
0.177134,27.996,1
0.295308,201.57,1
0.262801,264.904,1
0.208365,25.6688,1
0.344597,478.402,1
0.248611,209.178,1
0.205073,58.5942,1
0.211221,125.172,1
0.29807,482.088,1
0.188343,8.43951,1
0.18543,9.77289,1
0.24296,57.9659,1
0.212757,263.385,-1
0.245525,403.457,-1
0.23736,143.379,-1
0.239015,530.542,-1
0.165107,345.891,-1
0.219777,896.695,-1
0.0886468,127.605,-1
0.180126,708.982,-1
0.173489,303.751,-1
0.121694,180.68,-1
0.097744,198.782,-1
0.20495,507.841,-1
0.258719,551.193,-1
0.242213,498.569,-1
0.180462,503.495,-1
0.153374,318.068,-1
0.146078,321.091,-1
0.235335,421.958,-1
0.138447,402.219,-1
0.283595,846.787,-1
0.241296,872.677,-1
0.110824,270.813,-1
0.0900902,63.5903,-1
0.174341,497.047,-1
0.206142,766.23,-1
0.15138,250.18,-1
0.134198,521.259,-1
0.136542,255.249,-1
0.208955,763.716,-1
0.221538,468.461,-1
0.135227,118.826,-1
0.18304,803.84,-1
0.138916,206.627,-1
0.275202,851.146,-1
0.244126,480.735,-1
0.258104,675.675,-1
0.244799,357.724,-1
0.260123,806.329,-1
0.22137,440.201,-1
0.204798,696.238,-1
0.162796,157.562,-1
0.153773,512.76,-1
0.209722,508.739,-1
0.172791,119.616,-1
0.160041,342.288,-1
0.259398,409.337,-1
0.272512,819.304,-1
0.250676,774.917,-1
0.119398,309.233,-1
0.0844519,88.6375,-1
0.203789,461.325,-1
0.241292,288.438,-1
0.0715741,166.711,-1
0.26805,600.382,-1
0.194793,639.494,-1
0.179153,339.741,-1
0.149223,219.085,-1
0.118568,244.245,-1
0.154794,537.063,-1
0.0764108,36.426,-1
0.079956,295.153,-1
0.0583461,59.5627,-1
0.185764,511.185,-1
0.240976,729.913,-1
0.184615,307.288,-1
0.131208,589.932,-1
0.178655,114.707,-1
0.248844,651.682,-1
0.134589,281.893,-1
0.240779,87.3503,-1
0.237683,221.2,-1
0.219227,109.338,-1
0.234597,354.095,-1
0.170749,271.324,-1
0.216325,1103.72,-1
0.140687,323.814,-1
0.180591,915.905,-1
0.185992,128.723,-1
0.138588,342.414,-1
0.109145,174.967,-1
0.205814,536.396,-1
0.234604,359.645,-1
0.232763,324.51,-1
0.196445,709.641,-1
0.216276,513.902,-1
0.173487,211.641,-1
0.240464,628.888,-1
0.189982,600.91,-1
0.279478,1047.56,-1
0.222225,1076.55,-1
0.117502,259.818,-1
0.13618,263.23,-1
0.214827,693.323,-1
0.211272,970.375,-1
0.19614,435.089,-1
0.186043,724.061,-1
0.185167,417.326,-1
0.217759,962.219,-1
0.223171,269.6,-1
0.114566,158.023,-1
0.19383,1009.97,-1
0.124864,357.293,-1
0.267392,1058.16,-1
0.140128,207.122,-1
0.20042,460.379,-1
0.264273,888.75,-1
0.274608,1049.79,-1
0.262039,761.136,-1
0.289702,1171.97,-1
0.232668,858.706,-1
0.188013,283.453,-1
0.185837,528.825,-1
0.125746,126.565,-1
0.23749,920.868,-1
0.184874,533.302,-1
0.168147,759.043,-1
0.256173,760.081,-1
0.312359,1198.57,-1
0.286082,1139.64,-1
0.12055,155.91,-1
0.148152,344.189,-1
0.234707,880.87,-1
0.258513,266.095,-1
0.129832,256.287,-1
0.219958,203.262,-1
0.164991,224.288,-1
0.184014,758.766,-1
0.194062,589.284,-1
0.144848,180.155,-1
0.118574,118.602,-1
0.15575,431.618,-1
0.133697,128.48,-1
0.132601,478.111,-1
0.113905,138.997,-1
0.278802,1117.23,-1
0.191028,712.85,-1
0.137839,172.43,-1
0.173627,533.905,-1
0.226459,241.671,-1
0.187567,648.772,-1
0.1457,419.726,-1
0.194154,852.285,-1
0.25311,621.969,-1
0.268275,784.705,-1
0.233318,493.996,-1
0.261887,909.192,-1
0.217418,608.154,-1
0.186614,531.789,-1
0.183091,261.014,-1
0.13993,345.191,-1
0.225169,655.144,-1
0.160124,272.889,-1
0.163169,496.935,-1
0.239664,570.857,-1
0.281474,932.997,-1
0.261246,876.942,-1
0.101496,137.663,-1
0.115813,85.211,-1
0.21288,622.697,-1
0.227286,132.406,-1
0.102421,40.0245,-1
0.243833,464.784,-1
0.170808,492.104,-1
0.184089,507.398,-1
0.191799,321.74,-1
0.12531,126.754,-1
0.148901,386.147,-1
0.117701,173.199,-1
0.0962981,139.537,-1
0.0949088,231.743,-1
0.15814,383.135,-1
0.251978,850.257,-1
0.182953,446.326,-1
0.129237,430.245,-1
0.155549,279.118,-1
0.235603,486.546,-1
0.182094,382.062,-1
0.114119,172.86,-1
0.180423,584.531,-1
0.117172,267.817,-1
0.248782,154.787,1
0.28276,587.862,1
0.344771,612.823,1
0.290292,582.223,1
0.336066,442.784,1
0.20876,76.7826,1
0.341974,436.917,1
0.326286,449.798,1
0.353682,592.377,1
0.28358,563.133,1
0.237059,171.385,1
0.213371,87.3219,1
0.21129,98.3753,1
0.174447,162.525,1
0.22469,126.523,1
0.284171,577.725,1
0.202795,105.843,1
0.227801,156.266,1
0.200458,219.465,1
0.264384,581.995,1
0.23379,110.777,1
0.212,111.04,1
0.205198,160.423,1
0.237992,103.397,1
0.268589,501.274,-1
0.262567,690.392,-1
0.264233,376.716,-1
0.252781,820.2,-1
0.234426,466.578,-1
0.214009,669.925,-1
0.154394,165.416,-1
0.147032,485.895,-1
0.239052,530.432,-1
0.170445,140.464,-1
0.167867,365.371,-1
0.277327,435.172,-1
0.285687,835.192,-1
0.270719,788.57,-1
0.124141,281.714,-1
0.0732912,60.9422,-1
0.219338,486.188,-1
0.253556,261.585,-1
0.0600593,140.232,-1
0.269617,578.008,-1
0.191781,615.56,-1
0.19401,365.968,-1
0.157163,228.822,-1
0.117453,221.235,-1
0.176246,512.466,-1
0.0515095,42.561,-1
0.0821144,269.183,-1
0.0859703,86.8657,-1
0.175711,489.555,-1
0.264731,746.886,-1
0.19329,326.591,-1
0.153629,564.223,-1
0.186129,139.228,-1
0.259917,625.245,-1
0.141479,292.317,-1
0.0696663,27.7651,-1
0.205545,477.318,-1
0.153698,394.707,-1
0.11925,145.13,-1
0.234093,145.881,-1
0.258473,242.033,-1
0.237956,114.298,-1
0.262018,372.07,-1
0.179504,313.623,-1
0.237778,1057.5,-1
0.126493,287.965,-1
0.196117,870.303,-1
0.187261,188.331,-1
0.147498,320.41,-1
0.122309,194.981,-1
0.212482,559.073,-1
0.264028,388.435,-1
0.260641,340.715,-1
0.206687,666.17,-1
0.201524,479.542,-1
0.203925,260.132,-1
0.249527,580.73,-1
0.169019,564.877,-1
0.275065,1010.15,-1
0.226575,1036.1,-1
0.131959,284.424,-1
0.10433,224.656,-1
0.195925,659.075,-1
0.212722,929.625,-1
0.180859,405.894,-1
0.16503,684.755,-1
0.167944,396.999,-1
0.21453,926.615,-1
0.241825,304.999,-1
0.154532,151.598,-1
0.18986,966.343,-1
0.13783,339.458,-1
0.277994,1012.04,-1
0.11584,163.503,-1
0.16271,434.26,-1
0.13516,60.8498,-1
0.18632,812.257,-1
0.187374,545.506,-1
0.173604,448.455,-1
0.292923,908.722,-1
0.313081,1048.11,-1
0.28966,780.437,-1
0.320051,1164.69,-1
0.264168,901.477,-1
0.147643,240.991,-1
0.226906,545.796,-1
0.117448,52.8983,-1
0.272232,943.906,-1
0.216026,566.498,-1
0.223738,789.466,-1
0.254111,833.184,-1
0.331001,1197.19,-1
0.316893,1132.44,-1
0.182583,156.908,-1
0.190148,378.116,-1
0.273114,916.178,-1
0.273305,240.46,-1
0.18466,296.611,-1
0.194991,253.387,-1
0.11383,242.738,-1
0.231133,800.718,-1
0.207281,601.274,-1
0.190231,247.599,-1
0.108322,147.807,-1
0.203634,466.749,-1
0.184341,174.475,-1
0.175548,522.311,-1
0.200191,220.999,-1
0.306285,1120.99,-1
0.233703,734.72,-1
0.108718,153.622,-1
0.206362,572.497,-1
0.199424,195.394,-1
0.228275,656.099,-1
0.187591,462.75,-1
0.225082,863.011,-1
0.15557,106.157,-1
0.178387,293.711,-1
0.21471,435.652,-1
0.227369,817.496,-1
0.20484,146.261,-1
0.243048,392.232,-1
0.203847,110.876,-1
0.238779,521.917,-1
0.133929,112.27,-1
0.206005,1056.98,-1
0.123244,284.825,-1
0.184875,870.339,-1
0.168671,156.536,-1
