ling,geo
0.190148,378.116
0.273114,916.178
0.273305,240.46
0.18466,296.611
0.194991,253.387
0.11383,242.738
0.231133,800.718
0.207281,601.274
0.190231,247.599
0.108322,147.807
0.203634,466.749
0.184341,174.475
0.175548,522.311
0.200191,220.999
0.306285,1120.99
0.233703,734.72
0.108718,153.622
0.206362,572.497
0.199424,195.394
0.228275,656.099
0.187591,462.75
0.225082,863.011
0.15557,106.157
0.178387,293.711
0.21471,435.652
0.227369,817.496
0.20484,146.261
0.243048,392.232
0.203847,110.876
0.238779,521.917
0.133929,112.27
0.206005,1056.98
0.123244,284.825
0.184875,870.339
0.168671,156.536
0.114725,252.696
0.0514538,35.3456
0.167327,348.54
0.247364,511.018
0.240996,495.449
0.185475,661.647
0.188592,442.677
0.144306,98.3592
0.235777,606.113
0.171529,529.447
0.268964,966.22
0.219393,1006.04
0.0712882,72.54
0.122739,250.827
0.194637,610.796
0.203525,903.138
0.179251,354.104
0.156772,658.652
0.153417,310.565
0.200996,876.19
0.217393,414.647
0.118858,115.107
0.163263,953.604
0.103207,251.881
0.266978,1011.79
0.10907,233.919
0.16826,366.588
0.102446,187.956
0.163864,785.235
0.15725,525.265
0.190252,390.678
0.11504,216.813
0.218688,818.492
0.121665,123.163
0.1659,173.956
0.259273,247.365
0.165057,281.9
0.187548,283.055
0.285246,1265
0.242371,480.036
0.281911,1076.91
0.161324,106.756
0.217553,483.655
0.227131,272.022
0.273948,580.882
0.125455,255.501
0.140459,262.256
0.273416,869.296
0.27742,665.724
0.143554,214.395
0.256641,792.167
0.260408,753.714
0.345055,1199.74
0.313007,1232.23
0.215678,327.459
0.245737,422.759
0.29571,843.323
0.289206,1126.63
0.272283,582.275
0.264141,879.633
0.258611,553.678
0.28989,1112.44
0.105649,159.854
0.231171,296.857
0.275258,1169.07
0.22584,492.534
0.334422,1219.41
0.23191,370.357
0.254105,603.256
0.209098,165.179
0.284555,1008.11
0.257635,740.608
0.284482,623.287
0.258387,221.416
0.305632,1024.03
0.212578,262.399
0.253554,397.136
0.255079,585.78
0.265915,271.546
0.254494,716.227
0.21722,381.234
0.207038,762.59
0.145267,74.2329
0.139357,575.867
0.217138,427.718
0.153583,43.5391
0.16279,266.322
0.263718,412.199
0.27744,729.962
0.25664,684.778
0.127584,367.313
0.0943764,149.39
0.205074,392.104
0.251172,320.519
0.0818964,237.305
0.253963,681.458
0.181119,716.429
0.191563,281.136
0.150111,130.978
0.135329,324.795
0.174373,612.017
0.0645483,63.7729
0.0891148,365.803
0.096265,69.7963
0.169488,593.873
0.257419,641.328
0.187356,221.711
0.150131,660.048
0.176883,61.5953
0.248739,717.359
0.132544,192.745
0.0822381,90.1948
0.198857,371.74
0.150957,493.542
0.12951,230.812
0.0597851,105.614
0.175138,344.175
0.202564,524.082
0.184851,294.477
0.269426,518.567
0.300702,1132.75
0.300782,1294.04
0.292869,1005.47
0.310522,1415.1
0.28143,1093.19
0.204128,152.021
0.250702,773.789
0.146349,221.634
0.28115,1164.1
0.228193,775.031
0.23612,1000.44
0.247373,962.375
0.332046,1442.96
0.320016,1382.76
0.170402,394.744
0.198542,587.503
0.27922,1119.58
0.309636,497.207
0.207487,499.362
0.224183,78.3382
0.104689,21.9776
0.251231,994.506
0.266291,834.363
0.200338,414.654
0.130203,127.952
0.215205,673.627
0.194356,373.336
0.200734,715.639
0.178324,164.087
0.311812,1362.18
0.243449,956.821
0.161207,120.169
0.227971,773.488
0.223241,152.091
0.246764,893.727
0.214771,658.782
0.250365,1097.34
0.178387,245.079
0.204709,512.829
0.212696,635.079
0.258494,1057.18
0.148745,264.602
0.237941,1025.37
0.317285,1252.65
0.204691,736.387
0.211661,308.857
0.248512,547.286
0.212364,223.912
0.236225,679.279
0.151828,207.451
0.221578,932.582
0.112195,230.332
0.177681,750.355
0.182336,321.953
0.106116,155.773
0.0968912,159.607
0.186691,245.722
0.263899,673.381
0.248118,651.219
0.166749,546.934
0.191441,324.649
0.155459,242.99
0.255724,514.385
0.169476,404.198
0.258449,822.26
0.217864,867.676
0.0950776,111.8
0.14958,236.717
0.198798,473.649
0.201377,768.279
0.165811,239.149
0.158002,531.4
0.155749,178.414
0.195431,730.844
0.225966,577.509
0.10465,185.843
0.17517,824.683
0.115887,136.497
0.263744,888.37
0.124408,262.433
0.176768,237.925
0.127317,329.741
0.180486,652.946
0.167493,409.817
0.185201,265.266
0.14409,336.035
0.214696,700.612
0.0961389,165.419
0.225932,427.635
0.173563,196.859
0.22358,885.916
0.28549,1118.2
0.296714,1304.63
0.300871,995.18
0.304175,1431.62
0.268739,1049.05
0.191831,321.867
0.22374,775.105
0.130648,334.538
0.265815,1144.79
0.221923,757.321
0.238536,976.079
0.249205,877.314
0.317433,1451.4
0.314361,1399.52
0.15417,439.79
0.180823,583.561
0.264947,1084.96
0.299596,551.801
0.177427,499.855
0.219211,116.485
0.134376,176.86
0.236455,954.962
0.228725,838.722
0.187327,404.399
0.13576,215.98
0.185261,660.574
0.169361,394.295
0.167226,688.369
0.171258,149.033
0.300103,1364.77
0.228271,944.865
0.144965,260.027
0.220705,749.224
0.20432,315.552
0.231479,901.404
0.183722,637.706
0.228773,1095.48
0.162432,287.549
0.16939,525.006
0.194601,618.656
0.248504,1063.05
0.148444,358.842
0.22783,996.429
0.305228,1240.91
0.177629,724.208
0.119972,170.372
0.214835,843.358
0.258352,612.493
0.263761,797.456
0.246317,487.598
0.262431,926.014
0.239063,570.988
0.200701,567.545
0.145434,268.284
0.12682,387.963
0.228954,641.589
0.169468,251.636
0.159249,475.87
0.253439,498.844
0.290899,943.403
0.264727,894.136
0.0997197,196.523
0.0691218,80.5943
0.215766,594.583
0.231817,218.808
0.0477843,53.8481
0.249996,466.954
0.173055,505.979
0.205326,471.154
0.150742,332.332
0.0999343,110.563
0.151055,404.179
0.0596417,152.31
0.0504833,167.293
0.0595276,190.815
0.158213,378.32
0.262316,856.208
0.192913,437.615
0.124937,459.246
0.176447,248.375
0.239201,523.672
0.149396,395.726
0.0670567,133.685
0.196032,586.893
0.132259,287.727
0.0921674,87.3466
0.0634702,111.237
0.161237,555.48
0.185904,340.404
0.177414,500.238
0.278803,734.406
0.0803174,216.08
0.203154,525.165
0.177112,365.438
0.187044,508.588
0.207017,198.691
0.240198,447.377
0.242212,175.6
0.2428,574.35
0.161229,69.2777
0.19863,1068.29
0.085903,317.279
0.141495,883.665
0.177693,197.562
0.0886493,268.498
0.0829371,94.0371
0.179085,287.546
0.268093,557.817
0.249263,549.306
0.166826,676.891
0.16781,454.65
0.144829,100.706
0.236372,631.135
0.141934,538.598
0.250076,964.94
0.204099,1008.76
0.106624,32.8747
0.114818,294.06
0.172136,613.552
0.187209,908.014
0.143467,366.089
0.138768,667.4
0.135937,313.398
0.19853,873.789
0.233276,461.308
0.118903,171.262
0.136843,962.166
0.103095,260.266
0.24752,1023.57
0.0910092,287.575
0.163321,372.269
0.127855,251.499
0.172081,791.47
0.167054,539.284
0.158397,398.366
0.131867,282.63
0.200794,832.763
0.0807414,65.8628
0.228766,303.765
0.154752,311.965
0.217416,1027.37
0.0896347,144.169
0.197101,987.507
0.14596,503.902
0.224835,551.714
0.241328,697.471
0.231954,423.625
0.230351,819.332
0.175067,565.076
0.197733,598.698
0.0970936,189.94
0.150842,410.622
0.191971,587.859
0.0887451,229.325
0.0953539,439.84
0.191636,577.262
0.257099,846.416
0.238996,787.006
0.142104,204.283
0.149207,99.186
0.15475,569.653
0.217349,135.294
0.10943,133.094
0.258994,554.063
0.211612,575.243
0.122741,465.907
0.110423,243.547
0.163666,224.809
0.185799,468.689
0.136679,149.135
0.113975,228.196
0.129883,216.453
0.193992,475.948
0.220627,766.682
0.133545,379.293
0.153687,504.609
0.0966559,245.315
0.25107,553.102
0.0992051,299.232
0.145973,169.237
0.122729,505.641
0.161863,352.669
0.13368,98.0568
0.141878,146.043
0.129632,461.933
0.20645,357.735
0.0953805,471.303
0.228794,666.304
0.137151,186.138
0.229145,596.569
0.104296,381.812
0.203498,620.158
0.119428,161.265
0.0601649,495.89
0.232467,252.978
0.251963,419.592
0.257529,125.838
0.258475,549.558
0.182418,311.366
0.241164,897.733
0.0971569,113.464
0.174688,709.595
0.20138,290.528
0.136878,146.993
0.121163,165.605
0.223391,463.534
0.278476,564.994
0.258021,518.048
0.198132,501.775
0.167924,303.883
0.178449,293.076
0.269024,428.008
0.166183,390.582
0.289197,837.177
0.227572,866.516
0.148642,230.974
0.114384,56.4
0.190814,483.493
0.205078,760.484
0.157779,228.257
0.159839,513.889
0.14406,223.445
0.202376,752.095
0.244051,478.41
0.144551,88.7088
0.192641,801.632
0.149243,170.318
0.271926,852.136
0.0875926,44.3282
0.1519,256.968
0.152492,210.396
0.189307,642.228
0.20619,374.412
0.162341,270.816
0.142895,177.644
0.218253,656.742
0.130136,200.922
0.254268,367.521
0.149623,166.781
0.249035,887.223
0.138483,218.105
0.222752,886.66
0.169655,378.413
0.11193,250.028
0.1379,299.173
0.138707,102.451
0.180956,350.956
0.258312,126.061
0.185999,477.441
0.15688,105.071
0.242036,1111.65
0.169744,333.462
0.211315,924.543
0.110928,102.315
0.169288,308.261
0.140389,82.9884
0.243416,383.035
0.199949,461.626
0.176544,452.527
0.211739,715.543
0.204026,498.136
0.116396,56.0088
0.2187,656.204
0.184733,585.372
0.301113,1023.7
0.26852,1062.85
0.165817,118.414
0.172867,292.927
0.222578,667.886
0.235454,959.568
0.204522,409.924
0.183723,714.44
0.190243,368.195
0.238282,933.843
0.171962,365.067
0.183638,150.543
0.204296,1009.12
0.180874,308.991
0.293345,1066.35
0.14418,265.746
0.192817,423.645
0.187519,166.415
0.219329,841.463
0.216724,579.884
0.201654,447.294
0.186147,209.447
0.258389,872.451
0.149749,58.2267
0.17465,209.072
0.192063,349.197
0.276683,1082.3
0.16543,221.638
0.267501,1054.59
0.198416,557.329
0.136121,96.9179
0.143113,522.17
0.177597,239.247
0.266151,564.493
0.272817,760.923
0.238275,442.579
0.270872,891.378
0.223496,511.145
0.212116,630.432
0.163728,238.573
0.154106,452.131
0.221328,591.301
0.17746,204.244
0.170163,423.318
0.264238,435.541
0.287056,904.687
0.272715,859.894
0.115987,260.284
0.0840213,85.6112
0.215232,537.996
0.251047,270.687
0.0734195,114.563
0.268492,520.974
0.189608,563.78
0.196077,412.153
0.14863,301.678
0.113279,169.29
0.157739,463.888
0.0766494,114.875
0.0795764,231.353
0.0660101,135.25
0.179124,430.619
0.262769,815.232
0.191624,392.061
0.138201,521.197
0.173896,195.646
0.247694,586.874
0.146274,365.036
0.0482414,85.3844
0.198624,545.728
0.137162,349.017
0.105612,139.17
0.0680951,73.3371
0.164832,519.342
0.186361,404.894
0.176572,445.608
0.270256,687.311
0.0909654,175.174
0.21745,582.359
0.184258,304.391
0.194677,553.749
0.0606086,64.5831
0.164357,445.013
0.14593,184.439
0.152951,341.848
0.206675,503.36
0.307,1173.77
0.31307,1358.28
0.309548,1050.37
0.333411,1484.73
0.28439,1105.59
0.221826,318.462
0.251859,828.985
0.166749,361.886
0.279,1200.65
0.226576,812.728
0.248351,1032.08
0.258518,932.357
0.342366,1505.36
0.330644,1452.57
0.162031,485.622
0.196379,637.411
0.275233,1141.37
